epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,363.574,0.25173,0.3906,0.34575,0.81226,0.19126,0.78125,0.21887,0.20989,0.19126,0.78125,0.21887,0.2016,0.24691,0.52586,5.89148,0.77239,0.000570944,0.000570944,0.000570944
128,366.619,0.25077,0.34502,0.37356,0.80246,0.18396,0.73333,0.20681,0.19845,0.18396,0.73333,0.20681,0.18962,0.23703,0.52174,6.74234,0.77148,0.000566374,0.000566374,0.000566374
129,369.549,0.24813,0.34445,0.3847,0.8016,0.17201,0.85625,0.21395,0.20513,0.17201,0.85625,0.21395,0.19671,0.22509,0.53501,6.59571,0.77206,0.000561793,0.000561793,0.000561793
130,372.609,0.251,0.30511,0.38445,0.81127,0.1717,0.83376,0.22668,0.21554,0.1717,0.83376,0.22668,0.20516,0.23202,0.5238,6.41599,0.77239,0.0005572,0.0005572,0.0005572
131,375.63,0.24899,0.35968,0.38222,0.81952,0.17603,0.84583,0.224,0.21452,0.17603,0.84583,0.224,0.20218,0.22652,0.52814,6.34162,0.77242,0.000552596,0.000552596,0.000552596
132,378.714,0.24809,0.3436,0.38666,0.8136,0.18588,0.60417,0.22654,0.2156,0.18588,0.60417,0.22654,0.20151,0.22712,0.60757,6.0089,0.77142,0.000547982,0.000547982,0.000547982
133,381.723,0.25258,0.34869,0.38208,0.81739,0.18538,0.63542,0.22804,0.21803,0.18538,0.63542,0.22804,0.20314,0.2223,0.60745,6.05408,0.77135,0.000543358,0.000543358,0.000543358
134,384.699,0.24955,0.40142,0.38747,0.81101,0.21701,0.60417,0.23154,0.22126,0.21701,0.60417,0.23154,0.20761,0.20643,0.57999,4.66162,0.77102,0.000538725,0.000538725,0.000538725
135,387.715,0.24531,0.31211,0.37841,0.8037,0.21638,0.55061,0.22389,0.2117,0.21638,0.55061,0.22389,0.19981,0.20544,0.59624,4.24354,0.77492,0.000534083,0.000534083,0.000534083
136,390.752,0.24759,0.34018,0.38391,0.81923,0.20381,0.75998,0.22626,0.21771,0.20381,0.75998,0.22626,0.20369,0.22184,0.59303,5.34706,0.77953,0.000529433,0.000529433,0.000529433
137,394.013,0.24602,0.30894,0.38138,0.80231,0.19545,0.74167,0.23362,0.22379,0.19545,0.74167,0.23362,0.21034,0.22238,0.59944,6.81996,0.77507,0.000524776,0.000524776,0.000524776
138,397.082,0.25882,0.3432,0.38931,0.81241,0.18884,0.75218,0.20881,0.20011,0.18884,0.75218,0.20881,0.18956,0.25402,0.59509,6.72061,0.78276,0.000520111,0.000520111,0.000520111
139,400.143,0.229,0.30666,0.32685,0.80627,0.19361,0.78333,0.20085,0.19354,0.19361,0.78333,0.20085,0.1766,0.32512,0.67955,6.93405,0.8168,0.000515439,0.000515439,0.000515439
140,403.118,0.24224,0.35196,0.35346,0.81059,0.16294,0.81834,0.18278,0.17483,0.16294,0.81834,0.18278,0.16596,0.52328,1.17737,5.96655,0.95972,0.000510762,0.000510762,0.000510762
141,406.046,0.24609,0.31103,0.36331,0.8076,0.19619,0.77731,0.20061,0.19276,0.19619,0.77731,0.20061,0.18253,0.28932,0.62817,5.87157,0.8013,0.000506078,0.000506078,0.000506078
142,408.995,0.24787,0.31273,0.37591,0.81762,0.19482,0.8349,0.22072,0.21438,0.19482,0.8349,0.22072,0.2028,0.24446,0.51373,5.40598,0.77241,0.00050139,0.00050139,0.00050139
143,411.92,0.2385,0.3368,0.39948,0.80858,0.18244,0.8123,0.21388,0.20775,0.18244,0.8123,0.21388,0.1965,0.25017,0.51687,4.97735,0.77187,0.000496696,0.000496696,0.000496696
144,414.83,0.24071,0.31986,0.41754,0.81722,0.16334,0.89792,0.22526,0.21831,0.16334,0.89792,0.22526,0.20946,0.24671,0.51395,3.86136,0.77269,0.000491999,0.000491999,0.000491999
145,417.775,0.2462,0.32191,0.3848,0.80897,0.16078,0.87598,0.23392,0.22781,0.16078,0.87598,0.23392,0.21818,0.24699,0.50777,3.74745,0.77152,0.000487298,0.000487298,0.000487298
146,420.738,0.24749,0.33308,0.35761,0.80684,0.17657,0.77944,0.22064,0.21311,0.17657,0.77944,0.22064,0.20339,0.24075,0.50594,5.1686,0.7715,0.000482594,0.000482594,0.000482594
147,423.681,0.23844,0.32194,0.37347,0.81562,0.17274,0.68333,0.2266,0.21955,0.17274,0.68333,0.2266,0.21052,0.24526,0.51224,5.88828,0.77249,0.000477887,0.000477887,0.000477887
148,426.661,0.23683,0.34414,0.37672,0.81205,0.1823,0.66667,0.21439,0.20485,0.1823,0.66667,0.21181,0.19425,0.21787,0.48672,5.85508,0.76983,0.000473178,0.000473178,0.000473178
149,429.599,0.22646,0.34958,0.38559,0.80377,0.17654,0.6811,0.20235,0.19462,0.17654,0.6811,0.19975,0.18441,0.22098,0.49404,5.03376,0.77029,0.000468468,0.000468468,0.000468468
150,432.489,0.23009,0.30652,0.3906,0.81288,0.15464,0.90332,0.20327,0.19637,0.15464,0.90332,0.20327,0.19039,0.24091,0.49679,4.02606,0.77125,0.000463757,0.000463757,0.000463757
151,435.471,0.23153,0.3669,0.40089,0.80513,0.15661,0.92455,0.21457,0.20808,0.15661,0.92455,0.21457,0.19959,0.23896,0.49152,4.2824,0.77049,0.000459045,0.000459045,0.000459045
152,438.421,0.24053,0.32116,0.35608,0.80848,0.15899,0.83542,0.19829,0.19114,0.15899,0.83542,0.19829,0.18382,0.23235,0.48758,4.81504,0.77036,0.000454333,0.000454333,0.000454333
153,441.384,0.23469,0.30372,0.38467,0.8107,0.16888,0.82037,0.18507,0.17864,0.16888,0.82037,0.18507,0.17091,0.23345,0.49061,5.17769,0.77205,0.000449622,0.000449622,0.000449622
154,444.223,0.22748,0.32265,0.37096,0.81391,0.17564,0.80048,0.18892,0.18285,0.17564,0.80048,0.18892,0.17059,0.22303,0.5444,5.04103,0.76874,0.000444912,0.000444912,0.000444912
155,447.102,0.24023,0.32279,0.36761,0.80099,0.17855,0.7875,0.20094,0.19426,0.17855,0.7875,0.20094,0.17907,0.23611,0.51704,4.7807,0.77112,0.000440203,0.000440203,0.000440203
156,450.015,0.22358,0.29979,0.34725,0.80493,0.18462,0.67292,0.19759,0.18978,0.18462,0.67292,0.19759,0.17303,0.24716,0.54852,4.414,0.77259,0.000435496,0.000435496,0.000435496
157,453.007,0.23535,0.39992,0.38818,0.80859,0.16578,0.6251,0.19733,0.18851,0.16578,0.6251,0.19733,0.1722,0.24053,0.58994,4.54873,0.77506,0.000430792,0.000430792,0.000430792
158,455.958,0.23747,0.29939,0.36328,0.81024,0.1747,0.73542,0.21331,0.20546,0.1747,0.73542,0.21331,0.18658,0.22121,0.52837,4.71062,0.77002,0.000426091,0.000426091,0.000426091
159,458.898,0.23346,0.28161,0.35886,0.80477,0.17331,0.725,0.21543,0.20683,0.17331,0.725,0.21543,0.1924,0.23637,0.52425,4.98573,0.7694,0.000421394,0.000421394,0.000421394
160,461.855,0.24443,0.32273,0.39649,0.80884,0.1885,0.81793,0.24433,0.23513,0.1885,0.81793,0.24433,0.22446,0.24575,0.50308,5.25442,0.76815,0.0004167,0.0004167,0.0004167
161,464.824,0.2371,0.30686,0.37667,0.81541,0.19212,0.8053,0.23448,0.22612,0.19212,0.8053,0.23448,0.21389,0.23616,0.49896,4.96711,0.76783,0.000412012,0.000412012,0.000412012
162,467.681,0.23968,0.30624,0.40205,0.80487,0.19315,0.67954,0.23866,0.23181,0.19315,0.67954,0.23866,0.21784,0.23223,0.49885,4.88349,0.77018,0.000407328,0.000407328,0.000407328
163,470.596,0.21978,0.3029,0.3539,0.81422,0.19315,0.75369,0.24632,0.23739,0.19315,0.75369,0.24632,0.22468,0.23408,0.49381,4.91811,0.77048,0.000402651,0.000402651,0.000402651
164,473.458,0.22461,0.30493,0.31747,0.79945,0.20723,0.8281,0.24761,0.23848,0.20723,0.8281,0.24761,0.22769,0.20535,0.47487,5.33204,0.76841,0.000397979,0.000397979,0.000397979
165,476.298,0.22106,0.27143,0.30838,0.80637,0.20518,0.78233,0.25136,0.24432,0.20518,0.78233,0.25136,0.23029,0.20781,0.46926,5.57033,0.76917,0.000393314,0.000393314,0.000393314
166,479.185,0.23708,0.3226,0.32333,0.80165,0.1988,0.7875,0.26407,0.25695,0.1988,0.7875,0.26407,0.24294,0.23205,0.46595,5.91845,0.77172,0.000388657,0.000388657,0.000388657
167,482.051,0.22862,0.27561,0.33242,0.7964,0.20599,0.80417,0.24911,0.24292,0.20599,0.80417,0.24911,0.22787,0.21771,0.4767,5.37707,0.77147,0.000384007,0.000384007,0.000384007
168,484.927,0.22866,0.31308,0.3253,0.79929,0.23028,0.80417,0.23291,0.22587,0.23028,0.80417,0.23291,0.21024,0.21148,0.49198,4.6738,0.77233,0.000379365,0.000379365,0.000379365
169,487.875,0.23798,0.32358,0.35948,0.81082,0.22923,0.80417,0.22694,0.21992,0.22923,0.80417,0.22694,0.20465,0.21697,0.4977,4.55681,0.77299,0.000374732,0.000374732,0.000374732
170,490.702,0.22209,0.31984,0.35588,0.80261,0.21197,0.8056,0.21171,0.20372,0.21197,0.8056,0.21171,0.19506,0.21242,0.49627,4.68587,0.76935,0.000370108,0.000370108,0.000370108
171,493.621,0.21553,0.2548,0.35254,0.80844,0.19958,0.7875,0.20808,0.20087,0.19958,0.7875,0.20808,0.19224,0.19853,0.49622,5.23735,0.76739,0.000365494,0.000365494,0.000365494
172,496.576,0.22668,0.26129,0.33698,0.80584,0.16367,0.82763,0.21114,0.20384,0.16367,0.82763,0.21114,0.19507,0.20605,0.49284,6.21643,0.76939,0.00036089,0.00036089,0.00036089
173,499.446,0.22484,0.40861,0.30455,0.80284,0.15927,0.85572,0.20785,0.20199,0.15927,0.85572,0.20785,0.19263,0.20374,0.49759,6.57193,0.76913,0.000356297,0.000356297,0.000356297
174,502.25,0.21905,0.27578,0.2747,0.80822,0.16008,0.8625,0.20003,0.19261,0.16008,0.8625,0.19729,0.18359,0.20492,0.50531,7.00805,0.76888,0.000351716,0.000351716,0.000351716
175,505.141,0.20562,0.29918,0.34047,0.79857,0.16041,0.84167,0.19239,0.18706,0.16041,0.84167,0.19239,0.17781,0.20529,0.5048,7.15859,0.76921,0.000347146,0.000347146,0.000347146
176,508.449,0.22171,0.3241,0.31264,0.80275,0.16808,0.825,0.18104,0.1761,0.16808,0.825,0.18104,0.1659,0.20883,0.4969,6.59517,0.76545,0.000342588,0.000342588,0.000342588
177,511.565,0.21366,0.32308,0.31554,0.80578,0.16377,0.84583,0.17991,0.17331,0.16377,0.84583,0.17991,0.16593,0.21042,0.50423,6.73836,0.76553,0.000338043,0.000338043,0.000338043
178,514.717,0.22039,0.29713,0.32084,0.8045,0.16506,0.8625,0.18088,0.174,0.16506,0.8625,0.18088,0.16545,0.21734,0.50674,6.12234,0.77128,0.000333512,0.000333512,0.000333512
179,518.122,0.21947,0.31347,0.3016,0.79907,0.17873,0.74583,0.18449,0.17755,0.17873,0.74583,0.18449,0.16889,0.2163,0.50056,6.12109,0.77084,0.000328994,0.000328994,0.000328994
180,522.4,0.20365,0.29123,0.29687,0.79516,0.18957,0.75,0.19576,0.18522,0.18957,0.75,0.19576,0.17688,0.21139,0.50697,6.23752,0.77088,0.00032449,0.00032449,0.00032449
181,525.392,0.19858,0.28584,0.28671,0.80496,0.19502,0.80073,0.21003,0.20043,0.19502,0.80073,0.21003,0.18943,0.20979,0.50034,6.46527,0.76942,0.000320001,0.000320001,0.000320001
182,528.298,0.20953,0.31218,0.34363,0.80623,0.19167,0.825,0.226,0.22062,0.19167,0.825,0.226,0.20891,0.20862,0.46246,6.47129,0.76952,0.000315528,0.000315528,0.000315528
183,531.253,0.20947,0.30879,0.33454,0.80076,0.18418,0.80417,0.21129,0.20515,0.18418,0.80417,0.21129,0.19668,0.21011,0.4644,6.38182,0.76896,0.00031107,0.00031107,0.00031107
184,534.101,0.21256,0.31301,0.32521,0.80061,0.17897,0.80717,0.20369,0.19723,0.17897,0.80717,0.20369,0.18779,0.22047,0.47276,5.42266,0.77302,0.000306628,0.000306628,0.000306628
185,536.935,0.21297,0.31998,0.3074,0.80636,0.17221,0.78065,0.19479,0.18915,0.17221,0.78065,0.19479,0.17806,0.22249,0.46268,5.54457,0.77506,0.000302203,0.000302203,0.000302203
186,539.751,0.21332,0.32543,0.30669,0.80155,0.16255,0.825,0.19927,0.19285,0.16255,0.825,0.19927,0.18212,0.21331,0.45279,6.59281,0.76989,0.000297796,0.000297796,0.000297796
187,542.609,0.20932,0.32814,0.36737,0.80188,0.15631,0.96239,0.19989,0.19378,0.15631,0.96239,0.19989,0.18303,0.20876,0.45536,7.00065,0.76878,0.000293406,0.000293406,0.000293406
188,545.516,0.21631,0.31729,0.3297,0.80785,0.15995,0.90393,0.18959,0.18355,0.15995,0.90393,0.18959,0.17396,0.21219,0.48454,6.24132,0.7707,0.000289034,0.000289034,0.000289034
189,548.299,0.21901,0.3103,0.34466,0.80976,0.1559,0.92917,0.18913,0.1834,0.1559,0.92917,0.18913,0.17341,0.21087,0.52414,5.40386,0.77028,0.00028468,0.00028468,0.00028468
190,551.061,0.21004,0.29314,0.31483,0.8031,0.17646,0.71948,0.20227,0.19422,0.17646,0.71948,0.201,0.18333,0.21726,0.47499,4.70687,0.76937,0.000280346,0.000280346,0.000280346
191,553.855,0.19927,0.2749,0.33672,0.79636,0.18482,0.84583,0.20788,0.20107,0.18482,0.84583,0.20788,0.19023,0.21765,0.47024,4.77182,0.76805,0.000276032,0.000276032,0.000276032
192,556.663,0.20776,0.29399,0.29828,0.79418,0.17897,0.77292,0.2106,0.20421,0.17897,0.77292,0.2106,0.19337,0.21213,0.47796,6.36217,0.7646,0.000271737,0.000271737,0.000271737
193,559.515,0.21166,0.27461,0.31952,0.79602,0.17975,0.77292,0.21269,0.20512,0.17975,0.77292,0.21269,0.19466,0.20612,0.48592,7.02423,0.76463,0.000267463,0.000267463,0.000267463
194,562.345,0.199,0.29228,0.3444,0.79868,0.18623,0.82917,0.22536,0.21932,0.18623,0.82917,0.22536,0.20511,0.20327,0.49347,6.84388,0.76443,0.000263211,0.000263211,0.000263211
195,565.183,0.21035,0.28681,0.34445,0.8011,0.19276,0.82917,0.22983,0.22358,0.19276,0.82917,0.22983,0.21016,0.20081,0.49404,6.37507,0.76442,0.000258979,0.000258979,0.000258979
196,567.931,0.21271,0.29998,0.30201,0.79723,0.1959,0.82394,0.21535,0.20761,0.1959,0.82394,0.21535,0.19693,0.20395,0.48946,6.12947,0.76554,0.00025477,0.00025477,0.00025477
197,570.781,0.20819,0.32863,0.30998,0.80157,0.19746,0.79873,0.23063,0.22369,0.19746,0.79873,0.23063,0.21259,0.20543,0.48918,6.29194,0.76665,0.000250583,0.000250583,0.000250583
198,573.546,0.20313,0.28584,0.28255,0.80608,0.18743,0.79843,0.22405,0.21555,0.18743,0.79843,0.22405,0.20655,0.21024,0.49198,7.01651,0.76848,0.000246418,0.000246418,0.000246418
199,576.316,0.19627,0.27907,0.27544,0.80748,0.18852,0.83551,0.22451,0.21629,0.18852,0.83551,0.22451,0.20736,0.21281,0.49873,7.45544,0.76901,0.000242278,0.000242278,0.000242278
200,579.164,0.19736,0.26626,0.30543,0.80043,0.16697,0.83979,0.2071,0.20015,0.16697,0.83979,0.2071,0.19097,0.21543,0.51041,7.65871,0.77104,0.00023816,0.00023816,0.00023816
201,581.998,0.20054,0.32076,0.34749,0.79995,0.16966,0.83892,0.19864,0.19017,0.16966,0.83892,0.19864,0.18174,0.21083,0.51029,6.99265,0.77154,0.000234067,0.000234067,0.000234067
202,584.826,0.18905,0.27537,0.28261,0.79898,0.17925,0.825,0.18844,0.18014,0.17925,0.825,0.18844,0.17117,0.21724,0.51167,5.81826,0.77497,0.000229999,0.000229999,0.000229999
203,587.632,0.19768,0.28618,0.28661,0.79645,0.18425,0.825,0.19181,0.18513,0.18425,0.825,0.19181,0.17605,0.22722,0.51413,5.75332,0.77834,0.000225956,0.000225956,0.000225956
204,590.393,0.20744,0.35472,0.31373,0.79855,0.18707,0.84583,0.21031,0.20371,0.18707,0.84583,0.21031,0.19328,0.21656,0.50766,5.94927,0.77245,0.000221939,0.000221939,0.000221939
205,593.219,0.19732,0.27751,0.29821,0.79042,0.18689,0.78333,0.22292,0.21636,0.18689,0.78333,0.22292,0.2065,0.21327,0.50543,6.61609,0.77088,0.000217947,0.000217947,0.000217947
206,596.262,0.19211,0.28573,0.31354,0.79829,0.17107,0.80417,0.26657,0.2604,0.17107,0.80417,0.26657,0.2493,0.2012,0.56156,8.46909,0.76745,0.000213982,0.000213982,0.000213982
207,599.327,0.2053,0.27552,0.27227,0.80542,0.17038,0.80417,0.2519,0.2461,0.17038,0.80417,0.2519,0.23652,0.20248,0.56236,8.52808,0.76776,0.000210044,0.000210044,0.000210044
208,602.39,0.19884,0.33532,0.3298,0.80119,0.17297,0.84583,0.23147,0.22576,0.17297,0.84583,0.23147,0.21748,0.19489,0.55635,8.09417,0.767,0.000206133,0.000206133,0.000206133
209,605.481,0.2015,0.28855,0.3141,0.8002,0.17945,0.84583,0.23426,0.22809,0.17945,0.84583,0.23426,0.21957,0.19159,0.55613,7.43766,0.76654,0.00020225,0.00020225,0.00020225
210,608.259,0.1925,0.26914,0.28481,0.80718,0.21814,0.84583,0.24073,0.23083,0.21814,0.84583,0.24073,0.22057,0.19551,0.55372,5.01351,0.76685,0.000198395,0.000198395,0.000198395
211,611.255,0.19153,0.26361,0.30138,0.79978,0.22404,0.82917,0.24371,0.23308,0.22404,0.82917,0.24371,0.22204,0.19646,0.5496,4.63273,0.76751,0.000194568,0.000194568,0.000194568
212,614.128,0.19657,0.2579,0.28792,0.80196,0.21035,0.77708,0.23635,0.22579,0.21035,0.77708,0.23635,0.21573,0.20161,0.54972,4.93641,0.76985,0.000190771,0.000190771,0.000190771
213,616.979,0.21518,0.2975,0.3352,0.80475,0.19724,0.78381,0.23147,0.2205,0.19724,0.78381,0.23147,0.21159,0.20573,0.55595,5.21002,0.7719,0.000187003,0.000187003,0.000187003
214,619.772,0.20223,0.30778,0.30541,0.80689,0.17671,0.83051,0.21352,0.20379,0.17671,0.83051,0.21352,0.19359,0.21214,0.57186,5.32545,0.77518,0.000183264,0.000183264,0.000183264
215,622.609,0.19622,0.30441,0.26046,0.7983,0.18401,0.81896,0.2173,0.20663,0.18401,0.81896,0.2173,0.19603,0.20984,0.57255,5.45134,0.77397,0.000179556,0.000179556,0.000179556
216,625.396,0.19125,0.31397,0.3003,0.80893,0.1944,0.69896,0.23889,0.22874,0.1944,0.69896,0.23889,0.21943,0.18988,0.55435,6.43227,0.77163,0.000175879,0.000175879,0.000175879
217,628.258,0.192,0.28868,0.2899,0.79534,0.20013,0.72083,0.24229,0.23139,0.20013,0.72083,0.24229,0.2209,0.1858,0.54256,6.66317,0.7708,0.000172233,0.000172233,0.000172233
218,631.141,0.20045,0.31562,0.29282,0.80857,0.19252,0.7703,0.24628,0.2364,0.19252,0.7703,0.24628,0.22406,0.18553,0.48952,6.93803,0.77081,0.000168618,0.000168618,0.000168618
219,634.046,0.18912,0.32019,0.30053,0.80004,0.19166,0.74167,0.23694,0.22935,0.19166,0.74167,0.23694,0.21683,0.18714,0.4929,7.05424,0.77048,0.000165035,0.000165035,0.000165035
220,637.521,0.19557,0.30331,0.29377,0.7923,0.19102,0.7625,0.22458,0.21785,0.19102,0.7625,0.22458,0.20665,0.19356,0.49473,7.25261,0.77052,0.000161484,0.000161484,0.000161484
221,640.368,0.19052,0.2487,0.28109,0.79253,0.19391,0.7625,0.22726,0.22015,0.19391,0.7625,0.22726,0.21002,0.19537,0.4933,7.20247,0.77064,0.000157966,0.000157966,0.000157966
222,643.31,0.20316,0.32229,0.26502,0.79882,0.20498,0.76948,0.22227,0.21421,0.20498,0.76948,0.22227,0.20512,0.19446,0.5468,6.01732,0.77275,0.000154481,0.000154481,0.000154481
223,647.518,0.18286,0.28117,0.26328,0.7934,0.21301,0.77449,0.2228,0.21405,0.21301,0.77449,0.2228,0.20452,0.19164,0.50646,5.83559,0.77203,0.00015103,0.00015103,0.00015103
224,650.384,0.19614,0.28381,0.26729,0.79839,0.2129,0.8174,0.23816,0.23055,0.2129,0.8174,0.23816,0.22092,0.18955,0.50669,6.06901,0.77174,0.000147612,0.000147612,0.000147612
225,653.222,0.19658,0.31258,0.26297,0.80611,0.19947,0.74167,0.23894,0.23133,0.19947,0.74167,0.23894,0.22162,0.18476,0.50262,6.80245,0.77069,0.000144228,0.000144228,0.000144228
226,656.07,0.18412,0.29389,0.28998,0.79399,0.17838,0.74167,0.23148,0.22446,0.17838,0.74167,0.23148,0.21473,0.18721,0.50354,7.89945,0.77036,0.000140879,0.000140879,0.000140879
227,658.928,0.19593,0.2856,0.29341,0.80237,0.1746,0.83354,0.21642,0.21038,0.1746,0.83354,0.21642,0.20063,0.18795,0.50354,7.87722,0.77006,0.000137564,0.000137564,0.000137564
228,661.705,0.18254,0.25078,0.24643,0.79522,0.17801,0.81655,0.21196,0.20577,0.17801,0.81655,0.21196,0.1922,0.19391,0.51292,7.18928,0.77149,0.000134285,0.000134285,0.000134285
229,664.512,0.17615,0.25967,0.2676,0.79125,0.17278,0.78482,0.21059,0.20123,0.17278,0.78482,0.21059,0.19,0.19788,0.52666,6.7405,0.77399,0.000131042,0.000131042,0.000131042
230,667.924,0.18729,0.26419,0.29772,0.78495,0.17473,0.81388,0.20788,0.19975,0.17473,0.81388,0.20788,0.19104,0.2186,0.56087,5.97273,0.78026,0.000127834,0.000127834,0.000127834
231,671.113,0.18691,0.27171,0.3259,0.79002,0.1863,0.68526,0.20105,0.1927,0.1863,0.68526,0.20105,0.1844,0.21647,0.56385,5.81805,0.78081,0.000124663,0.000124663,0.000124663
232,674.392,0.1864,0.31094,0.27513,0.79512,0.1972,0.76138,0.20388,0.19534,0.1972,0.76138,0.20388,0.18681,0.19849,0.53822,5.78715,0.77673,0.000121529,0.000121529,0.000121529
233,677.562,0.18964,0.28785,0.25421,0.80136,0.19757,0.75256,0.20594,0.19746,0.19757,0.75256,0.20594,0.18808,0.19569,0.52288,5.84959,0.77316,0.000118431,0.000118431,0.000118431
234,680.371,0.19296,0.27625,0.28533,0.7949,0.19092,0.75446,0.20604,0.19784,0.19092,0.75446,0.20604,0.18917,0.19396,0.50875,5.66003,0.77084,0.000115371,0.000115371,0.000115371
235,683.175,0.18367,0.24669,0.28101,0.80135,0.18879,0.77708,0.20789,0.20042,0.18879,0.77708,0.20789,0.19181,0.19369,0.50692,5.49483,0.77047,0.000112349,0.000112349,0.000112349
236,685.95,0.1835,0.22283,0.28485,0.79789,0.19146,0.72043,0.21108,0.20181,0.19146,0.72043,0.21108,0.19317,0.19502,0.5028,5.28289,0.7704,0.000109364,0.000109364,0.000109364
237,688.747,0.1831,0.24023,0.27538,0.79725,0.1932,0.725,0.21685,0.20723,0.1932,0.725,0.21685,0.19867,0.19774,0.50268,5.19958,0.7698,0.000106418,0.000106418,0.000106418
238,691.568,0.17792,0.26694,0.2808,0.7958,0.19082,0.73741,0.2111,0.20002,0.19082,0.73741,0.2111,0.19313,0.1985,0.50423,5.41505,0.77054,0.000103511,0.000103511,0.000103511
239,694.371,0.18158,0.26227,0.28553,0.79486,0.20059,0.80922,0.22375,0.21285,0.20059,0.80922,0.22375,0.20504,0.2,0.50383,5.55153,0.77063,0.000100642,0.000100642,0.000100642
240,697.187,0.18399,0.28083,0.27454,0.80178,0.20027,0.84,0.21878,0.2098,0.20027,0.84,0.21878,0.19963,0.19889,0.49799,5.88996,0.77099,9.78133e-05,9.78133e-05,9.78133e-05
241,700.019,0.17976,0.25135,0.26441,0.79976,0.20304,0.84583,0.21196,0.20405,0.20304,0.84583,0.21196,0.19307,0.19876,0.49822,5.82876,0.77159,9.50238e-05,9.50238e-05,9.50238e-05
242,702.792,0.19079,0.26714,0.26982,0.79745,0.2004,0.83759,0.21205,0.20525,0.2004,0.83759,0.21205,0.19216,0.19641,0.50577,5.47878,0.77198,9.22742e-05,9.22742e-05,9.22742e-05
243,705.651,0.17996,0.29024,0.25355,0.78667,0.20178,0.81857,0.21247,0.20471,0.20178,0.81857,0.21247,0.1924,0.1959,0.50995,5.37967,0.7713,8.95648e-05,8.95648e-05,8.95648e-05
244,709.071,0.16963,0.28867,0.24413,0.79485,0.19554,0.82917,0.20992,0.20101,0.19554,0.82917,0.20992,0.18729,0.19301,0.51075,5.73895,0.77135,8.6896e-05,8.6896e-05,8.6896e-05
245,712.023,0.17497,0.26036,0.26143,0.79588,0.19086,0.80833,0.20447,0.19555,0.19086,0.80833,0.20447,0.18309,0.19402,0.50829,6.0747,0.77166,8.42679e-05,8.42679e-05,8.42679e-05
246,714.939,0.16911,0.27233,0.26497,0.78341,0.18264,0.80307,0.20665,0.19823,0.18264,0.80307,0.20665,0.18426,0.19093,0.50795,6.98445,0.77012,8.1681e-05,8.1681e-05,8.1681e-05
247,718.616,0.18879,0.30422,0.24033,0.80243,0.18337,0.84272,0.20974,0.20232,0.18337,0.84272,0.20974,0.18792,0.18534,0.50817,7.35357,0.76898,7.91354e-05,7.91354e-05,7.91354e-05
248,721.677,0.17963,0.2626,0.27547,0.79688,0.17495,0.81229,0.20946,0.20308,0.17495,0.81229,0.20946,0.18864,0.1852,0.50875,7.79553,0.7686,7.66315e-05,7.66315e-05,7.66315e-05
249,724.662,0.17873,0.2676,0.21873,0.79306,0.18322,0.77268,0.21153,0.20558,0.18322,0.77268,0.21153,0.18974,0.18837,0.50978,7.83203,0.76897,7.41696e-05,7.41696e-05,7.41696e-05
250,727.627,0.17278,0.23337,0.25522,0.7924,0.17836,0.77292,0.20617,0.19991,0.17836,0.77292,0.20617,0.18657,0.18928,0.51207,7.55984,0.7692,7.17498e-05,7.17498e-05,7.17498e-05
251,730.481,0.18635,0.29566,0.24154,0.79867,0.17257,0.84583,0.20747,0.20131,0.17257,0.84583,0.20747,0.18859,0.18854,0.51332,7.32401,0.76932,6.93725e-05,6.93725e-05,6.93725e-05
252,733.259,0.17612,0.29485,0.2322,0.78684,0.17308,0.84583,0.21054,0.20466,0.17308,0.84583,0.21054,0.19093,0.18901,0.51367,7.13939,0.76971,6.7038e-05,6.7038e-05,6.7038e-05
253,736.052,0.18376,0.27348,0.26819,0.79802,0.17269,0.84583,0.21148,0.20541,0.17269,0.84583,0.21148,0.19185,0.18981,0.51115,7.08884,0.76966,6.47464e-05,6.47464e-05,6.47464e-05
254,738.816,0.16165,0.27396,0.22647,0.79699,0.17951,0.77577,0.21107,0.2045,0.17951,0.77577,0.21107,0.19078,0.19532,0.50549,6.80693,0.77143,6.24981e-05,6.24981e-05,6.24981e-05
255,741.604,0.15912,0.25354,0.20956,0.79543,0.18545,0.78127,0.21182,0.20529,0.18545,0.78127,0.21182,0.19145,0.19676,0.50365,6.60716,0.77159,6.02933e-05,6.02933e-05,6.02933e-05
256,744.523,0.17842,0.24911,0.25025,0.79775,0.18649,0.7689,0.22229,0.21577,0.18649,0.7689,0.22229,0.20349,0.19611,0.50245,6.54851,0.77156,5.81322e-05,5.81322e-05,5.81322e-05
257,747.295,0.18255,0.32134,0.24306,0.80072,0.18999,0.74583,0.2236,0.21658,0.18999,0.74583,0.2236,0.20636,0.19598,0.5024,6.62848,0.7719,5.6015e-05,5.6015e-05,5.6015e-05
258,750.104,0.18182,0.29548,0.25055,0.79599,0.18979,0.74583,0.21697,0.20994,0.18979,0.74583,0.21697,0.20021,0.19673,0.50159,6.96307,0.77211,5.39421e-05,5.39421e-05,5.39421e-05
